,cut,color,clarity,depth,carat,table,x,y,z,price
355,Very Good,D,SI1,62.5,0.7,55.0,5.67,5.72,3.56,2862
356,Ideal,D,SI1,62.3,0.31,54.0,4.33,4.37,2.71,571
357,Premium,E,VS2,61.5,0.71,60.0,5.76,5.68,3.52,2858
358,Good,J,VS2,63.6,1.5,58.0,7.23,7.2,4.59,7308
359,Ideal,D,SI1,61.3,0.31,56.0,4.36,4.41,2.69,565
360,Ideal,H,VVS1,61.6,0.31,57.0,4.35,4.32,2.67,846
361,Premium,E,SI1,60.8,1.06,58.0,6.59,6.54,3.99,5485
362,Ideal,F,VS1,61.0,0.32,54.0,4.42,4.44,2.7,716
363,Very Good,E,SI1,63.3,1.01,58.0,6.39,6.37,4.04,5077
364,Ideal,D,VVS1,61.6,0.57,56.0,5.33,5.35,3.29,3126
365,Very Good,F,VS2,63.4,0.9,58.0,6.07,6.11,3.86,4400
366,Ideal,D,VS2,62.4,0.46,56.0,4.98,4.95,3.1,1298
367,Very Good,H,VS1,62.3,0.9,59.0,6.12,6.17,3.83,4592
368,Very Good,D,VVS2,62.6,1.36,58.0,7.06,7.21,4.47,14236
369,Good,E,SI2,63.8,0.54,54.0,5.17,5.18,3.3,1163
370,Ideal,H,SI1,62.2,1.16,54.0,6.72,6.75,4.19,6036
371,Very Good,J,SI1,62.8,2.13,58.0,8.13,8.17,5.12,13996
372,Ideal,F,VS2,61.5,0.43,56.0,4.85,4.89,2.99,904
373,Good,F,SI1,64.3,0.7,63.0,5.58,5.55,3.58,2059
374,Fair,E,SI2,64.6,1.01,59.0,6.22,6.18,4.01,3294
375,Premium,H,SI1,58.9,0.6,61.0,5.54,5.5,3.25,1341
376,Good,F,VS1,63.3,0.9,59.0,6.03,6.07,3.83,4508
377,Ideal,I,SI1,61.4,0.71,56.0,5.73,5.77,3.53,2376
378,Ideal,E,IF,62.6,0.32,55.0,4.38,4.41,2.75,1095
379,Very Good,H,VVS1,59.1,0.38,58.0,4.71,4.76,2.8,967
380,Very Good,D,VVS2,61.3,0.24,58.0,3.99,4.03,2.46,485
381,Ideal,E,SI1,62.1,1.01,54.0,6.5,6.41,4.01,5599
382,Good,G,SI1,63.7,0.9,60.0,6.11,6.07,3.88,3669
383,Ideal,I,VS1,61.9,0.41,55.0,4.82,4.78,2.97,878
384,Premium,I,SI1,61.8,0.7,62.0,5.69,5.64,3.5,1914
385,Premium,E,SI2,60.1,0.5,60.0,5.13,5.05,3.06,1262
386,Ideal,F,SI1,62.3,1.01,58.0,6.35,6.42,3.98,5646
387,Very Good,G,SI1,63.2,0.42,57.0,4.79,4.77,3.02,945
388,Ideal,J,VS2,62.5,1.7,57.0,7.6,7.63,4.76,9414
389,Good,G,SI1,63.3,0.52,57.0,5.08,5.11,3.22,1244
390,Good,E,VVS2,58.5,0.4,60.0,4.82,4.86,2.83,1059
391,Ideal,H,SI2,62.6,1.21,56.0,6.84,6.77,4.26,5624
392,Very Good,H,SI2,62.3,0.9,61.0,6.15,6.17,3.84,3481
393,Premium,D,VVS2,59.9,0.65,58.0,5.69,5.63,3.39,3003
394,Good,J,SI1,58.8,1.01,57.0,6.57,6.63,3.88,3853
395,Ideal,J,VS1,62.4,0.92,56.0,6.23,6.19,3.88,3332
396,Ideal,G,IF,61.7,0.33,55.0,4.47,4.45,2.75,1052
397,Ideal,F,SI1,61.1,0.51,55.0,5.22,5.16,3.17,1593
398,Premium,G,IF,61.3,1.04,58.0,6.52,6.43,3.97,9039
399,Very Good,G,SI2,64.6,1.07,60.0,6.35,6.4,4.12,4340
400,Ideal,G,VS2,62.0,1.22,55.0,6.91,6.83,4.26,8067
401,Very Good,I,VVS1,63.5,0.71,57.0,5.65,5.68,3.6,2456
402,Ideal,D,SI2,61.4,0.78,57.0,5.91,5.94,3.64,3454
403,Ideal,H,VS2,61.9,0.9,55.0,6.22,6.19,3.84,4133
404,Ideal,D,VS2,61.5,0.31,56.0,4.34,4.37,2.68,734
405,Good,E,SI2,62.0,0.92,64.0,6.2,6.16,3.83,3153
406,Ideal,I,VS1,61.8,0.43,55.0,4.88,4.9,3.02,1218
407,Ideal,G,VS2,61.2,0.3,55.0,4.35,4.38,2.67,545
408,Ideal,E,VS2,62.5,0.7,55.0,5.73,5.7,3.57,2693
409,Premium,E,VVS2,61.5,0.32,58.0,4.36,4.42,2.7,842
410,Ideal,G,IF,62.1,0.46,56.0,4.96,4.93,3.07,1733
411,Ideal,G,VVS2,61.8,0.3,57.0,4.29,4.32,2.66,665
412,Ideal,H,VVS2,62.2,0.38,54.6,4.62,4.66,2.89,832
413,Premium,H,SI1,62.5,2.04,61.0,8.08,8.04,5.04,18115
414,Premium,H,VS1,60.3,0.47,61.0,5.05,5.04,3.04,1244
415,Ideal,D,VS2,61.7,0.53,55.0,5.21,5.23,3.22,1857
416,Very Good,D,VVS2,60.6,0.6,57.0,5.48,5.51,3.33,2897
417,Ideal,E,VS2,61.0,0.71,55.0,5.79,5.75,3.52,2863
418,Ideal,G,SI2,61.9,0.45,54.0,4.91,4.95,3.05,709
419,Premium,I,SI1,61.8,1.04,60.0,6.51,6.47,4.01,4368
420,Premium,G,SI2,62.5,1.02,59.0,6.42,6.37,4.0,4370
421,Good,E,SI2,63.8,0.75,55.0,5.74,5.8,3.68,2453
422,Premium,E,VS1,60.6,0.41,59.0,4.8,4.77,2.9,1153
423,Ideal,E,VVS1,62.4,0.4,57.0,4.67,4.72,2.93,1333
424,Fair,E,SI2,70.6,0.7,56.0,5.45,5.35,3.81,1828
425,Very Good,G,VS2,60.6,1.08,58.0,6.65,6.71,4.05,6777
426,Ideal,G,VVS2,62.7,1.23,56.0,6.81,6.84,4.28,10317
427,Ideal,E,SI2,62.0,0.55,56.0,5.27,5.22,3.25,1273
428,Very Good,F,VS2,62.9,0.31,56.0,4.3,4.32,2.71,625
429,Very Good,G,VS1,62.6,1.02,58.0,6.36,6.46,4.01,6301
430,Good,J,SI2,64.7,0.64,54.0,5.39,5.43,3.5,1141
431,Premium,D,SI1,59.7,0.3,59.0,4.34,4.37,2.6,552
432,Premium,D,SI2,62.3,0.41,58.0,4.77,4.74,2.96,876
433,Ideal,F,SI2,60.3,0.76,60.0,5.86,5.89,3.54,2624
434,Premium,G,VVS1,60.9,0.44,59.0,4.9,4.96,3.0,1235
435,Very Good,D,SI1,62.2,0.64,55.0,5.51,5.55,3.44,1967
436,Ideal,E,VVS2,62.2,0.3,54.4,4.3,4.32,2.68,779
437,Ideal,E,VS1,61.4,0.38,56.0,4.66,4.69,2.87,920
438,Ideal,H,IF,60.0,0.38,60.0,4.71,4.76,2.84,1064
439,Ideal,E,VVS1,62.8,0.4,57.0,4.71,4.65,2.94,1397
440,Ideal,G,VVS2,61.6,0.32,55.0,4.42,4.41,2.72,936
441,Ideal,D,SI1,59.5,1.51,57.0,7.56,7.46,4.47,12738
442,Ideal,H,SI2,62.0,2.04,56.0,8.18,8.23,5.09,16319
443,Ideal,J,VS1,61.8,1.2,55.0,6.81,6.76,4.19,5040
444,Very Good,G,IF,63.5,0.39,56.0,4.67,4.65,2.96,1271
445,Ideal,J,SI1,61.4,1.09,55.0,6.61,6.67,4.08,4565
446,Ideal,I,SI1,60.6,1.01,57.0,6.51,6.56,3.96,3999
447,Ideal,G,VS2,62.8,1.2,54.0,6.75,6.79,4.25,8414
448,Good,F,VS1,59.0,1.01,62.0,6.56,6.6,3.88,6794
449,Ideal,H,SI1,62.2,0.54,56.0,5.26,5.19,3.25,1240
450,Premium,H,SI1,60.6,1.51,59.0,7.45,7.41,4.5,10519
451,Ideal,F,IF,62.0,0.31,55.0,4.36,4.38,2.71,914
452,Ideal,E,VS1,62.0,0.51,57.0,5.11,5.15,3.18,1841
453,Very Good,E,VVS2,59.7,0.3,57.0,4.37,4.43,2.62,622
454,Premium,H,SI2,62.5,2.05,58.0,8.12,8.08,5.06,16431
455,Very Good,G,SI1,59.4,1.03,60.0,6.61,6.66,3.94,5353
456,Ideal,F,SI2,62.0,0.72,55.0,5.75,5.79,3.58,2224
457,Premium,F,VS2,59.9,1.01,61.0,6.5,6.46,3.88,6097
458,Ideal,E,VS2,61.8,0.41,57.0,4.78,4.76,2.95,999
459,Premium,J,SI1,59.4,1.31,60.0,7.06,7.12,4.21,5446
460,Premium,D,SI2,60.8,1.0,60.0,6.45,6.41,3.91,4295
461,Very Good,I,VVS1,60.1,0.32,61.0,4.4,4.45,2.66,589
462,Ideal,G,VVS1,61.8,0.31,54.0,4.39,4.41,2.72,789
463,Ideal,E,VVS2,62.3,1.14,55.0,6.68,6.71,4.17,10512
464,Very Good,H,VVS1,61.5,0.39,56.0,4.7,4.73,2.9,926
465,Very Good,D,VS2,61.2,0.7,60.0,5.73,5.77,3.52,3131
466,Premium,D,IF,60.2,0.31,59.0,4.39,4.42,2.65,1167
467,Good,G,VS2,62.7,1.0,58.0,6.24,6.33,3.94,5068
468,Ideal,D,SI2,62.7,1.17,57.0,6.7,6.72,4.21,5842
469,Ideal,J,VS2,62.2,0.31,55.0,4.32,4.36,2.7,396
470,Very Good,H,SI1,63.1,0.5,55.0,5.09,5.02,3.19,984
471,Premium,E,VS2,60.7,0.52,58.0,5.21,5.17,3.15,1815
472,Premium,G,VVS2,62.6,0.3,58.0,4.27,4.29,2.68,684
473,Good,G,VS1,63.6,0.3,57.0,4.23,4.26,2.7,605
474,Very Good,G,SI1,63.2,1.01,59.0,6.36,6.32,4.01,5113
475,Ideal,I,IF,62.1,0.33,55.0,4.41,4.44,2.75,694
476,Very Good,I,SI1,62.2,0.7,58.0,5.63,5.66,3.51,2136
477,Premium,I,VS2,61.0,0.33,61.0,4.46,4.43,2.71,594
478,Premium,E,SI1,60.3,1.2,57.0,6.98,6.84,4.17,7362
479,Good,F,SI1,63.6,0.52,62.0,5.07,4.96,3.2,1357
480,Very Good,F,VVS2,63.1,0.29,57.0,4.22,4.3,2.69,664
481,Very Good,D,SI1,59.9,0.84,54.0,6.2,6.23,3.72,4205
482,Very Good,F,SI1,61.5,0.38,54.0,4.69,4.71,2.89,660
483,Very Good,F,SI1,59.6,1.06,60.0,6.61,6.68,3.96,5491
484,Ideal,I,VS1,62.1,0.36,56.0,4.55,4.59,2.84,568
485,Premium,H,SI2,62.0,1.12,57.0,6.68,6.61,4.12,4641
486,Good,E,VS1,63.6,1.01,57.0,6.41,6.35,4.06,7665
487,Ideal,G,SI2,61.4,1.5,56.0,7.34,7.38,4.52,8580
488,Good,E,I1,64.1,0.81,59.0,5.89,5.85,3.76,2608
489,Premium,E,SI1,61.3,0.7,58.0,5.71,5.68,3.49,2777
490,Ideal,H,SI1,61.9,0.44,57.0,4.9,4.92,3.04,733
491,Premium,G,VS1,62.8,1.2,58.0,6.84,6.75,4.27,8602
492,Ideal,H,VS2,61.5,0.41,55.0,4.78,4.81,2.95,743
493,Good,D,SI1,63.8,0.32,55.0,4.36,4.35,2.78,706
494,Very Good,I,SI1,62.7,0.7,56.0,5.64,5.68,3.55,1918
495,Ideal,J,VS1,62.2,1.26,58.0,6.88,6.92,4.29,6332
496,Premium,F,VS2,60.2,0.83,60.0,6.04,6.09,3.65,3557
497,Ideal,E,VVS1,62.6,0.4,56.0,4.7,4.73,2.95,1333
498,Ideal,H,VS2,62.2,1.23,55.0,6.81,6.85,4.25,7130
499,Very Good,G,SI2,63.1,1.5,57.0,7.29,7.25,4.59,9384
500,Very Good,E,SI1,61.9,1.01,56.0,6.33,6.41,3.94,5759
501,Ideal,D,I1,60.9,2.75,57.0,9.04,8.98,5.49,13156
502,Premium,G,VS2,60.6,0.42,58.0,4.83,4.88,2.94,847
503,Ideal,G,VVS1,61.4,0.51,56.0,5.14,5.15,3.16,1963
504,Ideal,J,SI1,61.7,1.55,54.0,7.42,7.55,4.62,7987
505,Very Good,H,SI1,62.6,0.4,58.0,4.68,4.72,2.94,666
506,Ideal,D,SI1,61.8,0.73,56.0,5.8,5.76,3.57,3189
507,Very Good,H,VS2,63.1,0.31,57.0,4.32,4.27,2.71,628
508,Premium,G,IF,62.5,0.36,60.0,4.53,4.49,2.82,1148
509,Very Good,D,VS2,62.3,1.51,59.0,7.29,7.34,4.56,14112
510,Premium,F,SI1,60.4,0.22,61.0,3.88,3.84,2.33,342
511,Ideal,I,VS1,60.9,1.03,56.0,6.52,6.59,3.99,5206
512,Premium,F,SI2,62.8,0.78,56.0,5.9,5.86,3.69,2200
513,Very Good,H,VS2,63.4,0.8,60.0,5.92,5.82,3.72,2797
514,Fair,H,I1,70.1,2.22,55.0,7.77,7.74,5.44,6564
515,Ideal,F,VS1,61.0,0.7,58.0,5.74,5.76,3.51,3162
516,Ideal,F,VVS2,62.0,0.54,55.0,5.24,5.25,3.25,2454
517,Very Good,E,SI1,63.3,0.5,59.0,5.03,4.99,3.17,1415
518,Good,G,SI1,58.8,0.93,61.0,6.36,6.39,3.75,4405
519,Ideal,E,VS2,61.3,0.52,55.0,5.18,5.2,3.18,1712
520,Ideal,G,SI1,62.3,0.56,53.0,5.31,5.28,3.3,1591
521,Ideal,H,VVS1,60.8,0.72,58.0,5.77,5.8,3.52,3180
522,Ideal,D,VS2,61.6,0.73,56.0,5.78,5.82,3.57,3464
523,Premium,G,SI1,62.6,1.15,58.0,6.71,6.65,4.18,5851
524,Premium,G,SI1,60.1,0.3,62.0,4.37,4.35,2.62,574
525,Good,G,VS1,59.0,0.66,62.0,5.66,5.72,3.35,2055
526,Very Good,H,VVS1,62.6,0.35,57.0,4.45,4.47,2.79,798
527,Very Good,H,I1,58.6,1.2,57.0,6.96,7.01,4.09,3696
528,Ideal,F,VS1,62.8,0.35,54.0,4.5,4.54,2.84,754
529,Ideal,E,VS1,61.7,0.41,57.0,4.8,4.76,2.95,1153
530,Good,I,VS2,64.5,0.97,61.0,6.16,6.21,3.99,4355
531,Ideal,F,SI2,62.0,0.91,56.0,6.2,6.22,3.85,4642
532,Ideal,G,VS1,61.3,0.57,56.0,5.34,5.36,3.28,1851
533,Ideal,G,VVS1,61.7,0.3,57.0,4.31,4.35,2.67,764
534,Ideal,G,VS2,61.8,0.32,57.0,4.38,4.42,2.72,561
535,Very Good,F,SI1,61.4,0.9,58.0,6.18,6.23,3.81,4379
536,Good,D,SI1,63.8,0.41,56.0,4.72,4.68,3.0,947
537,Premium,I,VS1,62.2,1.27,59.0,6.92,6.87,4.29,6532
538,Very Good,F,SI2,62.9,0.92,58.0,6.18,6.22,3.9,3763
539,Ideal,E,VS2,61.8,0.71,57.0,5.69,5.74,3.53,3301
540,Premium,H,VS2,62.3,1.09,57.0,6.63,6.53,4.1,5993
541,Very Good,E,VS2,61.6,0.55,60.0,5.23,5.27,3.23,1719
542,Ideal,G,VS1,62.1,0.31,55.0,4.33,4.36,2.7,625
543,Ideal,F,SI2,61.8,1.02,57.0,6.49,6.43,3.99,4832
544,Ideal,F,VS1,61.9,0.41,55.0,4.76,4.8,2.96,1007
545,Ideal,F,I1,61.8,0.9,57.0,6.13,6.2,3.81,2611
546,Ideal,F,VVS2,62.0,1.24,57.0,6.86,6.91,4.27,12059
547,Premium,E,SI2,60.8,0.9,60.0,6.21,6.25,3.79,3662
548,Good,F,SI2,63.8,1.15,57.0,6.65,6.6,4.23,4437
549,Ideal,H,VS2,61.5,1.74,55.0,7.79,7.73,4.77,13761
550,Very Good,F,VS2,62.7,0.28,58.0,4.14,4.15,2.6,487
551,Very Good,H,SI2,62.9,0.9,57.0,6.09,6.16,3.85,3160
552,Premium,G,SI1,59.5,1.57,58.0,7.56,7.61,4.51,10914
553,Ideal,G,VS1,62.5,0.25,55.0,4.0,4.02,2.51,454
554,Ideal,J,SI1,61.6,1.29,58.0,6.96,6.99,4.3,5607
555,Premium,E,VVS1,61.2,0.41,62.0,4.78,4.76,2.92,1241
556,Ideal,E,VS2,62.4,0.35,57.0,4.52,4.55,2.83,767
557,Ideal,E,SI1,60.7,0.85,57.0,6.11,6.14,3.72,4181
558,Ideal,H,VVS1,60.7,0.24,57.0,4.02,4.05,2.44,504
559,Ideal,F,VVS2,62.1,1.15,55.0,6.69,6.74,4.17,8743
560,Premium,G,VS2,61.7,0.9,57.0,6.21,6.11,3.8,4637
561,Ideal,J,SI1,61.8,1.24,57.0,6.92,6.86,4.26,4875
562,Very Good,H,VS1,62.3,0.51,57.0,5.1,5.12,3.18,1628
563,Very Good,H,VS2,62.9,1.21,57.0,6.75,6.8,4.26,6189
564,Good,G,SI1,64.0,0.7,55.0,5.62,5.59,3.59,2016
565,Very Good,D,SI1,63.3,0.9,57.0,6.12,6.07,3.86,4304
566,Premium,G,SI2,60.8,0.36,58.0,4.61,4.57,2.79,608
567,Premium,H,I1,62.5,1.02,60.0,6.41,6.39,4.0,3199
568,Ideal,H,VS2,62.9,1.21,57.0,6.8,6.75,4.26,6302
569,Premium,I,I1,62.4,1.69,60.0,7.59,7.56,4.73,6436
570,Ideal,G,VS2,61.6,0.32,57.0,4.39,4.41,2.71,561
571,Ideal,G,SI1,62.2,0.5,56.0,5.13,5.08,3.17,1173
572,Very Good,H,VS2,62.3,0.7,56.0,5.66,5.7,3.54,2276
573,Very Good,E,SI1,57.9,0.72,58.0,5.92,5.96,3.44,2610
574,Ideal,G,VS1,62.3,0.75,57.0,5.83,5.86,3.64,2973
575,Premium,E,SI2,59.9,1.0,55.0,6.48,6.4,3.86,3612
576,Ideal,E,VVS1,62.0,0.34,56.0,4.52,4.48,2.79,1084
577,Ideal,I,VS1,62.0,0.34,56.0,4.5,4.53,2.8,555
578,Good,F,VS1,58.5,0.49,61.5,5.18,5.21,3.04,1294
579,Ideal,F,SI2,60.3,2.24,59.0,8.47,8.5,5.12,17989
580,Very Good,I,SI2,63.3,2.02,59.0,7.93,8.0,5.04,11390
581,Very Good,E,VS2,63.4,0.5,58.0,5.08,5.05,3.21,1583
582,Ideal,E,VS2,59.7,0.61,57.0,5.57,5.52,3.31,2115
583,Premium,F,SI1,62.4,0.59,59.0,5.37,5.33,3.34,1561
584,Fair,E,VS2,64.8,1.01,59.0,6.34,6.26,4.08,4972
585,Very Good,F,SI1,63.2,0.7,57.0,5.68,5.62,3.57,2423
586,Premium,I,SI1,62.0,1.03,58.0,6.46,6.41,3.99,3749
587,Ideal,D,SI2,62.7,0.72,55.0,5.72,5.7,3.58,2670
588,Ideal,H,VS1,62.4,0.34,55.0,4.48,4.5,2.8,615
589,Ideal,G,VS1,61.8,0.32,55.0,4.42,4.45,2.74,559
590,Ideal,G,VVS2,61.6,0.62,56.0,5.45,5.48,3.37,2861
591,Very Good,E,SI2,62.8,1.51,59.0,7.24,7.31,4.57,9058
592,Very Good,F,SI2,60.0,1.04,61.0,6.5,6.57,3.92,4427
593,Premium,I,SI1,59.7,1.25,59.0,6.97,7.03,4.18,5293
594,Ideal,F,VVS1,62.4,0.3,57.0,4.25,4.28,2.66,790
595,Very Good,G,VS2,63.5,0.71,57.0,5.61,5.64,3.57,2454
596,Ideal,G,IF,62.1,0.3,55.0,4.35,4.31,2.69,956
597,Very Good,G,VS1,60.1,0.72,63.0,5.86,5.82,3.51,3024
598,Premium,E,VS2,60.4,0.35,60.0,4.52,4.55,2.74,767
599,Premium,E,VS2,62.2,0.38,59.0,4.67,4.63,2.89,1112
600,Ideal,D,VS2,62.5,0.33,56.0,4.43,4.46,2.78,781
601,Premium,H,SI2,59.2,1.1,59.0,6.8,6.74,4.01,3388
602,Very Good,E,SI1,63.1,0.33,56.0,4.45,4.42,2.8,693
603,Very Good,G,VS2,63.5,1.0,59.0,6.33,6.23,3.99,5967
604,Very Good,H,SI1,60.8,0.3,61.0,4.25,4.3,2.6,421
605,Very Good,D,SI1,61.5,1.01,61.0,6.37,6.47,3.95,5542
606,Very Good,H,SI2,62.3,1.5,60.0,7.28,7.22,4.52,7775
607,Ideal,F,VVS2,61.6,0.39,55.0,4.71,4.74,2.91,988
608,Ideal,D,VS2,61.5,0.41,57.0,4.77,4.79,2.94,1007
609,Ideal,G,VS1,61.5,0.3,57.0,4.31,4.34,2.66,605
610,Premium,H,SI1,61.8,1.2,58.0,6.8,6.72,4.18,5669
611,Ideal,E,SI2,61.8,0.41,54.0,4.78,4.8,2.96,625
612,Ideal,E,VS2,60.1,0.38,56.0,4.69,4.72,2.83,866
613,Ideal,D,SI1,62.6,0.51,57.0,5.11,5.08,3.19,1619
614,Very Good,F,SI2,61.7,0.73,60.0,5.71,5.8,3.55,2624
615,Ideal,F,VVS1,61.8,0.33,57.0,4.44,4.46,2.75,955
616,Good,J,VS2,63.5,1.52,58.0,7.24,7.28,4.61,7370
617,Very Good,E,VS2,63.5,1.05,57.0,6.51,6.46,4.12,6586
618,Premium,I,VS1,60.8,2.0,59.0,8.13,8.02,4.91,18795
619,Ideal,H,VVS2,59.7,1.13,59.0,6.89,6.77,4.08,7108
620,Ideal,E,VS2,61.4,0.53,56.0,5.24,5.21,3.21,1813
621,Good,F,VVS1,58.1,0.23,52.0,4.03,4.1,2.36,458
622,Fair,F,SI1,64.6,0.3,56.0,4.27,4.25,2.75,599
623,Very Good,E,SI1,62.5,0.72,58.0,5.68,5.72,3.56,2618
624,Fair,E,SI2,65.1,1.0,59.0,6.3,6.23,4.08,3575
625,Ideal,D,SI2,61.6,1.01,57.0,6.32,6.45,3.93,5051
626,Premium,D,VS2,61.7,0.4,59.0,4.73,4.76,2.93,982
627,Premium,G,SI2,60.3,1.21,58.0,6.9,6.96,4.18,5430
628,Ideal,F,VS2,62.4,1.51,53.0,7.37,7.32,4.58,15688
629,Premium,E,SI1,61.8,0.41,60.0,4.78,4.74,2.94,904
630,Very Good,J,SI1,63.4,0.9,54.0,6.17,6.14,3.9,2834
631,Premium,H,SI1,60.9,0.53,60.0,5.26,5.19,3.18,1193
632,Ideal,G,VVS1,62.1,0.5,53.5,5.08,5.13,3.17,1865
633,Very Good,E,SI1,60.5,2.0,59.0,8.09,8.14,4.94,18709
634,Ideal,G,IF,60.7,0.35,57.0,4.59,4.61,2.79,959
635,Ideal,H,VVS1,62.2,0.3,55.0,4.3,4.32,2.68,665
636,Premium,H,VS1,62.4,1.19,59.0,6.79,6.73,4.22,7277
637,Premium,E,SI2,62.8,0.7,59.0,5.69,5.64,3.56,2475
638,Ideal,E,VS2,62.0,0.32,55.0,4.39,4.41,2.73,702
639,Ideal,G,SI1,61.9,1.32,57.0,7.05,7.01,4.35,7414
640,Ideal,E,SI2,62.7,1.22,57.0,6.84,6.81,4.28,6343
641,Ideal,D,VS2,61.3,0.32,57.0,4.44,4.46,2.73,713
642,Ideal,H,VS1,59.7,1.87,60.0,7.98,8.04,4.78,17761
643,Premium,G,VS2,62.3,0.32,58.0,4.41,4.36,2.73,720
644,Very Good,D,SI1,61.8,1.01,58.0,6.33,6.38,3.93,5812
645,Ideal,J,VS2,62.2,0.32,57.0,4.38,4.36,2.72,504
646,Premium,I,VS1,62.3,1.51,60.0,7.28,7.32,4.55,9467
647,Premium,H,VS1,61.7,0.39,57.0,4.68,4.65,2.88,1009
648,Ideal,E,VVS1,61.5,0.33,56.0,4.49,4.46,2.75,1052
649,Premium,I,VVS2,60.7,0.32,59.0,4.4,4.43,2.68,561
650,Ideal,J,SI1,62.1,1.08,55.0,6.54,6.57,4.07,4633
651,Premium,E,VS2,59.3,1.01,59.0,6.59,6.54,3.89,5882
652,Very Good,G,VS1,61.0,0.57,55.0,5.36,5.43,3.28,1817
653,Ideal,F,VS1,62.0,1.02,57.0,6.49,6.44,4.01,8637
654,Ideal,E,VVS2,61.4,1.01,56.0,6.49,6.45,3.97,10283
655,Very Good,G,VS2,61.6,1.01,56.0,6.4,6.46,3.96,5839
656,Premium,D,VS2,62.4,0.4,59.0,4.7,4.72,2.94,982
657,Ideal,H,SI2,62.6,1.1,56.0,6.65,6.57,4.14,4620
658,Very Good,G,VS1,59.9,0.63,57.0,5.57,5.62,3.35,2241
659,Premium,I,VS1,59.3,0.76,62.0,5.93,5.85,3.49,2753
660,Good,G,SI1,62.8,1.01,58.0,6.36,6.29,3.97,4641
661,Premium,E,VS2,62.5,1.01,58.0,6.44,6.4,4.01,6606
662,Ideal,E,VS2,61.2,0.3,55.0,4.35,4.31,2.65,844
663,Ideal,G,VS1,60.7,0.54,57.0,5.29,5.26,3.2,2274
664,Premium,E,VS2,62.3,0.55,60.0,5.26,5.18,3.25,2030
665,Ideal,G,SI2,61.6,2.3,57.0,8.47,8.41,5.2,15433
666,Premium,G,SI1,62.2,1.02,58.0,6.44,6.48,4.02,4435
667,Ideal,I,VS2,62.1,0.31,53.7,4.37,4.4,2.72,447
668,Very Good,J,SI1,60.9,1.27,59.0,6.96,7.04,4.26,5224
669,Premium,G,SI1,61.6,0.3,59.0,4.28,4.26,2.63,574
670,Very Good,H,VS2,63.0,0.9,57.0,6.09,6.13,3.85,4381
671,Very Good,D,SI1,62.9,0.41,58.0,4.7,4.75,2.97,791
672,Ideal,F,VS2,62.0,0.3,53.7,4.31,4.33,2.68,601
673,Fair,I,SI2,64.7,1.52,58.0,7.19,7.22,4.66,6905
674,Very Good,I,SI1,63.8,0.74,58.0,5.72,5.76,3.66,2352
675,Ideal,H,SI1,62.5,1.05,56.0,6.52,6.43,4.05,5027
676,Ideal,G,IF,62.1,0.37,54.0,4.6,4.64,2.87,1056
677,Good,H,VVS1,63.3,0.3,55.0,4.29,4.34,2.73,684
678,Ideal,F,VS2,62.0,1.24,57.0,6.83,6.89,4.25,9478
679,Very Good,F,VVS2,59.6,0.34,60.0,4.54,4.59,2.72,724
680,Ideal,G,IF,61.0,0.3,56.0,4.34,4.37,2.65,844
681,Very Good,J,SI2,63.4,1.02,56.0,6.42,6.36,4.05,3599
682,Ideal,D,VVS2,62.2,0.32,56.0,4.41,4.37,2.73,1014
683,Premium,G,VS2,61.0,0.67,57.0,5.68,5.63,3.45,2050
684,Very Good,E,SI1,59.1,0.7,62.0,5.74,5.8,3.41,2569
685,Very Good,E,VS2,63.5,0.53,59.0,5.17,5.13,3.27,1678
686,Very Good,E,VS1,63.4,0.7,62.0,5.64,5.56,3.55,2695
687,Premium,G,VS1,61.6,1.05,58.0,6.51,6.48,4.0,7063
688,Premium,H,VS2,60.4,0.9,59.0,6.27,6.24,3.78,4246
689,Ideal,G,VS1,61.0,1.02,57.0,6.48,6.5,3.96,7324
690,Premium,H,SI1,62.0,0.7,58.0,5.65,5.71,3.52,2155
691,Ideal,G,SI1,60.1,1.03,59.0,6.6,6.57,3.96,5111
692,Ideal,H,VVS2,61.9,0.39,54.0,4.7,4.73,2.92,911
693,Ideal,G,VVS2,62.8,0.5,57.0,5.07,5.05,3.18,1858
694,Ideal,G,SI2,61.2,1.51,56.1,7.39,7.41,4.53,9104
695,Ideal,E,VS2,61.8,1.27,55.0,7.03,6.92,4.31,6543
696,Ideal,G,SI1,60.1,1.53,57.0,7.46,7.57,4.52,10947
697,Very Good,J,VS2,61.6,0.91,58.0,6.23,6.28,3.85,3112
698,Ideal,D,SI1,61.5,0.35,56.0,4.54,4.57,2.8,780
699,Ideal,H,SI2,59.6,1.04,56.0,6.64,6.59,3.94,4077
700,Ideal,E,IF,62.3,0.65,56.0,5.52,5.56,3.45,4184
701,Ideal,D,VVS2,62.0,0.4,56.0,4.74,4.71,2.93,1323
702,Very Good,G,VS1,60.9,0.43,57.0,4.88,4.91,2.98,943
703,Ideal,E,VS2,61.5,0.52,56.0,5.2,5.18,3.19,1694
704,Very Good,I,SI1,63.2,1.09,59.0,6.54,6.5,4.12,4639
705,Ideal,G,VS1,61.6,0.54,56.0,5.24,5.28,3.24,1957
706,Good,H,I1,57.4,0.9,63.0,6.38,6.33,3.65,1939
707,Ideal,J,VS2,63.0,1.73,57.0,7.64,7.6,4.8,10076
708,Very Good,H,VS2,63.3,1.7,58.0,7.48,7.56,4.76,12833
